novelId,categoryName,name,authorName,description,chapters,views,powerStone,rating,imageUrl
23938108205530105,General,"Master Mo, Your Wife’s Multiple Identities Are Online Again",,"In her previous life, Su Nuan was set up by her lover and sister, and died tragically in prison. When she woke up, she had been reborn to a time before all the tragedies had happened. At her birthday party, her sister found some kidnappers kidnaping her, trying to destroy her innocence and get her kicked out of the house. Not only did Su Nuan mess up her sister’s plan, but she also dealt with all the kidnappers. She also rescued Mo Ting, the most powerful and handsome man in City A. To stay away from her cruel sister and hypocritical scumbag of a lover, she relentlessly clung to Mo Ting. “Uncle, for my poor sake, please help me. I’ll do anything you want.”Mo Ting: “A contract marriage for three years. I’ll give you everything you want during that time!” At first, Mo Ting thought Su Nuan was just a poor little girl who had been driven out of her home, so he helped her. He was also using her to appease his family’s elders as they had been harping on him to get married. Later, his assistant came to report, “The principal of City A’s university is here. He wants your approval for your wife to participate in the international competition.”Mo Ting: “...Wasn’t Xiao Nuan a hopeless student?”Assistant: “Sir, Madam has blown up! The entire internet is kneeling and begging her to debut in the competition!”Mo Ting: “...When did she become so versatile?” Later, the assistant reported again: “Sir, someone from the National Medical Academy is here. They say they won’t leave if they can’t invite Madam to make an appearance!” Mo Ting: “...I must be dreaming. Go out and come in again. Let’s start over!”",,,13,4.43,https://book-pic.webnovel.com/bookcover/23938108205530105?imageMogr2/thumbnail/600&imageId=1659591069770
14806770705680405,Eastern,Pocket Hunting Dimension,,"Lu Ze transmigrated to the interstellar era two thousand years later.
The previous owner of this body had lovey-dovey parents and a cute little sister. Although his cultivation talent was ordinary, his life was fulfilling. It could be said to be a dream start. Lu Ze was very happy.
However, as soon as he slept, he came to a strange dimension.
He almost got taken out trying to fight an one meter tall huge white rabbit. After making the arduous kill, Lu Ze found that things didn't seem to be so simple.
After killing prey in this dimension, he could get little orbs that could be used for cultivation.
This was going to make him an eternal jungler.
But he seemed to be able to hope for domination of the cosmos and invincibility?",,,67,4.48,https://book-pic.webnovel.com/bookcover/14806770705680405?imageMogr2/thumbnail/600&imageId=1585290312578
23342220105966805,General,Agriculture Escape: Ultimate Boss Has A Space Pocket!,,"# first daughter # figurehead # agriculture
[space + ancient times kingdom building + escaping from famine]
The big shot from the future, Bai Wutong, transmigrated to ancient times with her space pocket! Before she could feel happy, she found herself in a chaotic world! There was murder, robbery, schemes, sky-high prices, and many other things happening all around! The moment she arrived, she had killed two people. Then, she also kindly saved someone, but was deceived and stalked as the person insisted on following her. If that’s the case, then don’t blame her for using aggression in return!
After she finally managed to settle down, she was assigned to the frontier to develop the lands. The remote lands were out of anybody’s control, and there was nothing more that Bai Wutong could ask for. After a few years, Bai Wutong accidentally led the richest man of the previous dynasty, the prime minister, the commander of the secret guards, a great scholar of the dynasty, the holy maiden, as well as the divine doctor… and turned the barren land into a rich, noble town that everyone desired. When the emperor and his ministers came to admire the place, they were dumbfounded. That man who was pouring tea beside Bai Wutong… Wasn’t that the eldest son of the previous emperor, who had been dead for many years?!",,,9,4.72,https://book-pic.webnovel.com/bookcover/23342220105966805?imageMogr2/thumbnail/600&imageId=1653535577215
16709186806051905,Games,Infinite Mana in the Apocalypse,Adui,"An Apocalypse descends as awakened humans rise to defend their world!

In the blooming chaotic Era, Mana reigns supreme.

But even the strongest beings...have limited reserves of Mana.

A weak F Rank Hunter awakens with the lowest tier [Fireball] skill in a desolate City as he finds out...Mana is not a limitation for him!

Have you seen countless fireballs stretch across the blue skies? Have you seen endless dwarf stars and black holes conjured against insurmountable Dragons and other mythical creatures?!

With Infinite Mana, anything is possible!

---

""What you are is a blip on a glorious path. An extra that isn't even all that well developed. You'll appear and make some inconsequential waves, and then you'll disappear just as quickly. Only to be forgotten a few pages later.""- Noah Osmont, Chapter 2188

---

The concepts appearing in this story are those of pure fantasy and fiction, they are not reflective of the real world. Everything is based on pure imagination.

Discord server is with illustrations and Status Panel is here! -https://discord.gg/KwatGcE","2,970",41.5M,"1,397",4.49,https://book-pic.webnovel.com/bookcover/16709186806051905?imageMogr2/thumbnail/600&imageId=1694991846536
6838665402001705,Sci-fi,Forty Millenniums of Cultivation FMC,,"“Even if this universe is truly nothing more than a brutal, bloody, shadowy forest, we Cultivators will burn all that we have just to give off a single weak flickering spark in the darkness!
“No matter how weak each spark is, how short-lived, how small… As long as the sparks flow unabated, then one day one of those sparks will light some tinder, and that tinder shall light some fallen branches, and those branches shall set ablaze each and every last tree of the forest!
“In the end, even the smallest sparks will eventually set the shadowy forest ablaze and illuminate the whole world!”
------
** Qidian International and the former translator, Mr. Strivon, have reached an agreement to buy out the chapters and host them on our site. We will be continuing the translation from the last chapter translated by Mr. Strivon **",,,54,4.5,https://book-pic.webnovel.com/bookcover/6838665402001705?imageMogr2/thumbnail/600&imageId=1547643612771
22604318506631405,Urban,Saving the Villain,BAJJ,"The Devil’s Den was Cosette’s favorite webnovel that she had followed for three whole years. She waited for updates, wallow in those empty days during the author’s constant hiatuses, cry and laugh with the characters; it was already a part of her short life.

Cosette really wished that the novel would never end despite that she was terminally ill.

But after three years, The Devil’s Den finally came to an end. With a reader as invested as Cosette, she had mixed emotions about the ending. Not that the ending was disappointing, but what disheartened her was the ending of her favorite character; the villain Maxen Devilsin.

One year later, Cosette took her last breath only to wake up in the body of the stunning Cosette Blac; the villainess of the novel The Devil’s Den, her second favorite character after the villain.

Granted with the opportunity to live in the world of her favorite novel before the main story starts, Cosette had a plan.

That was to simp over the characters and save her favorite characters whilst hoping that the female and male lead still have their happy ending.

In a world that was already written and events that were expected to happen whether or not they wanted to, can Cosette change the course of their lives? Was overwriting the characters' fate could save them? Or would it just give them a much worse ending than what the author had given them?

Watch Cosette as she tried to become the superfan and give the dark-themed story some light.
----
A part of the Wild Series: Wild Young Fan: Saving the Villain!
Cover photo not mine. Credits to the artist.",398,1.7M,14,4.78,https://book-pic.webnovel.com/bookcover/22604318506631405?imageMogr2/thumbnail/600&imageId=1653021672930
19852661006620705,Eastern,"Top Tier Providence, Secretly Cultivate for a Thousand Years TTPSCTY",,"Being reincarnated in a cultivation world, Han Jue realizes that he can live his life like a video game. He con reroll his cultivation potential and connate providence.
So, he spends 11 years rerolling for a good one...
[Unparalleled: Immortal beauty, top-notch charm]
[Destined Sword fanatic: Top-notch Sword Dao aptitude, top-notch Sword Dao learning ability]
[Unparalleled Movement Technique: Top-notch movement technique aptitude]
[Descendant of the Immortal Emperor: You will receive an unparalleled cultivation technique and 1,000 superior-grade spirit stones]
In pursuit of longevity, Han Jue decides to cultivate in a low-profile manner.
A thousand years later, generations of cultivators have become history.
That is when the deities start cleansing the mortal world. Han Jue can no longer hide and must do something about it.
Then he realizes, deities and gods aren't that powerful after all!",,,30,4.48,https://book-pic.webnovel.com/bookcover/19852661006620705?imageMogr2/thumbnail/600&imageId=1625743044622
24267938605200005,Games,Online Game: Bugged Talent Unlimited Growth,,"# UNLIMITEDGROWTH
In a parallel world, the online game, God’s Realm, suddenly became the reality.
Su Cheng was transmigrated to this world when the change had just happened and obtained the cheat-like talents.
Talent for infinite level ups: Unlimited Growth.
Talent for maxed armor: Unbreakable.
Talent for maxed magic defense: Magic Immunity.
Talent for tenacity: Status Immunity.
“Warning! Your health point has maxed out. You will not be able to obtain additional max health points.”
Su Cheng looked at the information on the status board and then at his health bar which had maxed out without any expression.
He had already reached the peak at that point.",,,0,3.39,https://book-pic.webnovel.com/bookcover/24267938605200005?imageMogr2/thumbnail/600&imageId=1663133478097
21972777906733205,LGBT+,From CEO to Concubine,Queeniecat,"Yan Zheyun was born and bred to be a winner. His parents were on the Forbes’ List, he was the valedictorian of his graduating class at the top university in the country, and the icing on the cake was being voted ‘school grass’ four years in a row by his peers. And now, at just twenty-five, Yan Zheyun was the proud chairman and CEO of his very own tech company.

But what should have been the happiest day of his life turned into the worst when he heard a strange robotic voice while crossing the road for coffee, just because he couldn’t wait for his secretary to return from the photocopying room.

[BUG REPORT #193842347: OTHERWORLD SOUL DETECTED. INITIATING DEPORTATION SEQUENCE.]

And then he died. In a very boring, very run-of-the-mill car accident.

…except maybe he didn’t.

The first thing Yan Zheyun thought after he opened his eyes and found himself in a bedroom that looked like the set of one of those inner palace dramas was: Wow, coffee wasn’t worth it.

The second thing he thought after he realised he was now in a historical BL novel and had transmigrated into the body of a tragic beauty who was (about to be) used and abused by his multiple lovers was: I must have opened my eyes with the wrong technique, let me try again…nope, still here. Well. F**k.

From CEO to lowly slave, Yan Zheyun couldn’t believe his luck. Stuck in a foreign world and surrounded by crazy tops (respectively A.K.A ‘The Childhood Friend’, ‘The General’s Son’, ‘The Crown Prince’, ‘Some Other Prince’, ‘That Creepy Duke’ etc.), Yan Zheyun realised that his one day’s experience as CEO had not prepared him adequately for this new life of misery.

But he wasn’t the sort to give up without a fight so…Yan Zheyun resolutely made up his mind to stay away from the terrifying romantic plot line, try and write himself a new political plot line, and while at it, hug some big thighs, curry some favour with the powerful.

And in a dynastic monarchy, whose thighs would be a better choice for hugging than the emperor himself?

Liu Yao: …This Sovereign permits you to hug other parts too.

Pairing:
- This-Sovereign-Looks-Stern-But-Is-Secretly-Kind!Emperor Top VS I-Look-Like-A-Rabbit-But-I’m-Secretly-A-Fox!Slave Bottom
- NOT harem, entire story is 1v1
Warnings:
- This novel deals with some heavy subject matter that arises as a result of slavery and a caste system. I have added trigger warnings where relevant but just a heads up, the scumbags are called scumbags for a reason!

Updates: 21:00 GMT+8

Illustrated By: HAZHE",220,2.3M,169,4.88,https://book-pic.webnovel.com/bookcover/21972777906733205?imageMogr2/thumbnail/600&imageId=1697634912873
24962720505409105,Fantasy,The Slime Sovereign,Reawakening,"Alaric was born a peasant, but he still stood out from the crowd.

In the past, he had a different name and lived in a different world. But, 18 years ago, he died and was born anew.

In this new world, everyone has the opportunity to awaken a talent at 18 years old! And now, it was Alaric's turn.

This should be the start of his story, as a man who had reincarnated!

So, what is with this ""Authority Among Slimes"" talent?!

“Slimes?”

“The weakest of all magical beasts, those slimes?”

“And it’s authority! Not control! The slimes might eat him up if he displeases them!”

'I'll show them all,' Alaric thought.

-

https://discord.gg/FnwhbmfzFr",145,1.6M,3,4.57,https://book-pic.webnovel.com/bookcover/24962720505409105?imageMogr2/thumbnail/600&imageId=1671507779670
18724647105734705,Games,The Ancients World,easyread,"The year is 2236 and the Deep Dive Virtual Reality Massive Multiplayer Online Role Playing Game Ancients World is the most advanced game of its type ever created. Now that DDVR technology has reached the stage of commercial consumers everyone is addicted to the games available. A person who spent 5 years in the game has been reincarnated in his younger self as a request from a world item the game provided. Not everything is known about Ancients World since he only spent 5 years playing, so things will change this time around.

Many people don't really know what the game really provides till everyone with an internet connection is playing. It is the only way to survive in the coming years because of how special the world is.

Cera Adamo is a young man who is almost 20 and he is the one that found the world item that granted him one wish, something that saved his life in a last chance effort. He chose to go back into the past so he can get everything he needs for his family, he doesn't want them to be dirt poor like they once were and this is his way to secure that it never happens again.

(If image owner wants me to remove image than just ask.)",674,4.0M,3,4.68,https://book-pic.webnovel.com/bookcover/18724647105734705?imageMogr2/thumbnail/600&imageId=1613339060239
9449494306002405,Eastern,The Divine Nine-Dragon Cauldron TDNDC,,,,,17,3.88,https://book-pic.webnovel.com/bookcover/9449494306002405?imageMogr2/thumbnail/600&imageId=1547636437968
15275006606812005,Eastern,Journey To Become A True God,DarkForces,"Ye Chen was an honest and hardworking man, but he caught his girlfriend who was having an affair with a wealthy second generation, because of his sadness he decided to return to his hometown to calm down, while on his way he met a god cultivator and ended up being his student . After that his life began to change, on the right and left arms holding the Beautiful girl, from the start of the School flower, rich young women, beautiful teachers, beauty Ceo, famous beauty stars, beautiful goddesses. one by one the women came to him","3,216",9.9M,102,4.35,https://book-pic.webnovel.com/bookcover/15275006606812005?imageMogr2/thumbnail/600&imageId=1572792290295
19668452406033805,Urban,Rebirth of the Best Businesswoman at School RBBS,,"In her previous life, she was humiliated and bullied every day. Her relatives despised her and her friends played tricks on her! Her mother and elder brother died one after another early. She gritted her teeth and survived the adversity alone, but only managed to live for twenty-six years!
When she opens her eyes again, she finds herself back in time twenty years ago. To swallow insult and humiliation silently and let history repeat itself? If everything couldn't be changed, what was the point of her rebirth?! Who can stop her now that she defies her destiny and her abilities are emerging? In front of others, she is an ordinary student with an indifferent personality, isolated by her classmates. Behind their backs, she works step by step to build a brilliant and extraordinary business network.",,,40,4.58,https://book-pic.webnovel.com/bookcover/19668452406033805?imageMogr2/thumbnail/600&imageId=1620895167682
23752431305829805,Fantasy,Alpha's Bite Between My Legs,youneedsomemilk,"[ WARNING: EXTREMELY MATURE CONTENT ]

""If I see you again, I'll ravish your body while you bleed, Prince!""

Rosina, a woman haunted by a dark past, developed a dangerous obsession that led to a trail of blood and corpses. A predator that liked to enjoy her prey before taking their lives.

She has always despised the idea of having a mate until she was compelled to attend the annual mating season. Harboring a deep desire for freedom, she detested any association with royalty.

During the mating event, she encountered a mysterious man wearing a blood-red mask.

Draco was portrayed as a carefree Third Prince who sought only amusement and avoided the responsibilities that came with the crown.

However, his encounter with Rosina ignited a change within him. He realizes that in order to win her hand in marriage, he must become a King.

That transformation set Draco on a path of self-discovery and growth as he strived to prove himself worthy of Rosina's love.

Would their encounter change their fate or push them to ruin?

_____

Volume 2:

""My duty is to find a nobleman to lead my Pack, but you conquered my heart, commoner.""

Felissa was responsible for searching for a mate worthy of status and fulfilling her duty as the only daughter of an Alpha, which led her to revolve her life to become a perfect future Luna of the Midnight pack.

She was known as gentle as a fragile flower, or so they thought. Behind her cheerful smile hid the darkness that wanted to ascend and take over her body. A personality born due to the use of magic.

As Felissa hunted for a noble mate to satisfy her parents. She met a commoner with two identities.

Vicenzo was a man living different lives to keep his mother safe from the abusive Pack. He was willing to sacrifice the mate bond to destroy the New Monarch as his task, but his heart slowly broke apart and yearned for his mate's touch.

Would they prioritize their duty or give in to what their body desired?""

_____

Volume 3:

""I will accept you despite everything you have done, my dearest.""

Gastone lived in the human world as his punishment but was called back to the Werewolf realm by Rosina to find his mate. He didn't want one because of his living situation and pride as a fallen Prince.

Along the way, he saved a troubled woman named Lucia and brought her to the realm after begging him to save her.

That caused problems since Werewolves were myths to humans. With the help of Draco, Gastone and Lucia settled in a secluded place temporarily for security.

Lucia had escaped from the Orphanage that worked in the black market. She aimed to stop its business to save many girl's lives but failed after years of planning.

After meeting Gastone, she intended to use him to her advantage since she needed milk to survive the curse.

Would their love blossom after finding great differences between their races?

__
[ WPC #301 - Gold Place Winner!!! ]
.
.
Official Commissioned Cover.
__
Contact me:
IG: mona_milku
Discord: https://discord.gg/XqbVZffGbv
__",495,2.2M,26,5,https://book-pic.webnovel.com/bookcover/23752431305829805?imageMogr2/thumbnail/600&imageId=1709294465227
17711949906610105,Fantasy,The Great Demon System,Drip,"In a world filled with abilities and superpowers, Moby Kane, a 16-year-old boy, is an orphan who is living his life with a little too much optimism, trying his best to get by.

Due to him having no ability, he had been bullied and tortured every day. However, for some odd reason, he never complained and always stayed happy no matter what. It was almost unnatural.

On one cruel day of immense pain, he realized that the world is a brutal, unforgiving place, making him regain his lost senses.

In his moment of desperation, a miracle happened.

[ You have unlocked the Demon System ]

Now that Moby has the power to change his cruel destiny, how will he use it to get back at the world that wronged him on the road to becoming the demon lord...

(Free high quality art in certain sections of the novel, {paragarph comments}) ;)
------------------------------------------------------------
IMPORTANT MESSAGE TO NEW READERS! PLEASE READ!

My first few chapters' writing quality is very bad and lackluster but gets much better as the novel progresses!

Also, the first 5 chaps are kinda similar to vamp system but the story and settings differentiate after that into their own thing past that point! Hope you stick around! :)

Quick note! many people in the world are cruel and almost psychotic but there is a good narrative reason for that, it will be explained later on in the novel I promise! :D
------------------------------------------------------------
Artist!

https://www.fiverr.com/share/5Arry4
------------------------------------------------------------
Donate to support the author!

https://www.paypal.com/paypalme/AuthorDrip

Join the discord!

https://discord.gg/8eryTRA5kN",455,10.3M,21,4.55,https://book-pic.webnovel.com/bookcover/17711949906610105?imageMogr2/thumbnail/600&imageId=1622489070406
